Number,Name,URL,Type,Classification,Height_m,Weight_kg,Capture_rate,HP,Attack,Defense,Sp. attack,Sp. defense,Speed
370,Luvdisc,https://www.serebii.net/pokedex-swsh/luvdisc/,['water'],Rendezvous Pokémon,0.6,8.7,225,43,30,55,40,65,97
371,Bagon,https://www.serebii.net/pokedex-swsh/bagon/,['dragon'],Rock Head Pokémon,0.6,42.1,45,45,75,60,40,30,50
372,Shelgon,https://www.serebii.net/pokedex-swsh/shelgon/,['dragon'],Endurance Pokémon,1.1,110.5,45,65,95,100,60,50,50
373,Salamence,https://www.serebii.net/pokedex-swsh/salamence/,"['dragon', 'flying']",Dragon Pokémon,1.5,102.6,45,95,135,80,110,80,100
374,Beldum,https://www.serebii.net/pokedex-swsh/beldum/,"['steel', 'psychic']",Iron Ball Pokémon,0.6,95.2,3,40,55,80,35,60,30
375,Metang,https://www.serebii.net/pokedex-swsh/metang/,"['steel', 'psychic']",Iron Claw Pokémon,1.2,202.5,3,60,75,100,55,80,50
376,Metagross,https://www.serebii.net/pokedex-swsh/metagross/,"['steel', 'psychic']",Iron Leg Pokémon,1.6,550.0,3,80,135,130,95,90,70
377,Regirock,https://www.serebii.net/pokedex-swsh/regirock/,['rock'],Rock Peak Pokémon,1.7,230.0,3,80,100,200,50,100,50
378,Regice,https://www.serebii.net/pokedex-swsh/regice/,['ice'],Iceberg Pokémon,1.8,175.0,3,80,50,100,100,200,50
379,Registeel,https://www.serebii.net/pokedex-swsh/registeel/,['steel'],Iron Pokémon,1.9,205.0,3,80,75,150,75,150,50
380,Latias,https://www.serebii.net/pokedex-swsh/latias/,"['dragon', 'psychic']",Eon Pokémon,1.4,40.0,3,80,80,90,110,130,110
381,Latios,https://www.serebii.net/pokedex-swsh/latios/,"['dragon', 'psychic']",Eon Pokémon,2.0,60.0,3,80,90,80,130,110,110
382,Kyogre,https://www.serebii.net/pokedex-swsh/kyogre/,['water'],Sea Basin Pokémon,4.5,352.0,3,100,100,90,150,140,90
383,Groudon,https://www.serebii.net/pokedex-swsh/groudon/,['ground'],Continent Pokémon,3.5,950.0,3,100,150,140,100,90,90
384,Rayquaza,https://www.serebii.net/pokedex-swsh/rayquaza/,"['dragon', 'flying']",Sky High Pokémon,7.0,206.5,3,105,150,90,150,90,95
385,Jirachi,https://www.serebii.net/pokedex-swsh/jirachi/,"['steel', 'psychic']",Wish Pokémon,0.3,1.1,3,100,100,100,100,100,100
386,Deoxys,https://www.serebii.net/pokedex-swsh/deoxys/,['psychic'],DNA Pokémon,1.7,60.8,3,50,150,50,150,50,150
387,Turtwig,https://www.serebii.net/pokedex-swsh/turtwig/,['grass'],Tiny Leaf Pokémon,0.4,10.2,45Legends240,55,68,64,45,55,31
388,Grotle,https://www.serebii.net/pokedex-swsh/grotle/,['grass'],Grove Pokémon,1.1,97.0,45Legends140,75,89,85,55,65,36
389,Torterra,https://www.serebii.net/pokedex-swsh/torterra/,"['grass', 'ground']",Continent Pokémon,2.2,310.0,45Legends90,95,109,105,75,85,56
390,Chimchar,https://www.serebii.net/pokedex-swsh/chimchar/,['fire'],Chimp Pokémon,0.5,6.2,45Legends240,44,58,44,58,44,61
391,Monferno,https://www.serebii.net/pokedex-swsh/monferno/,"['fire', 'fighting']",Playful Pokémon,0.9,22.0,45Legends140,64,78,52,78,52,81
392,Infernape,https://www.serebii.net/pokedex-swsh/infernape/,"['fire', 'fighting']",Flame Pokémon,1.2,55.0,45Legends90,76,104,71,104,71,108
393,Piplup,https://www.serebii.net/pokedex-swsh/piplup/,['water'],Penguin Pokémon,0.4,5.2,45Legends240,53,51,53,61,56,40
394,Prinplup,https://www.serebii.net/pokedex-swsh/prinplup/,['water'],Penguin Pokémon,0.8,23.0,45Legends140,64,66,68,81,76,50
395,Empoleon,https://www.serebii.net/pokedex-swsh/empoleon/,"['water', 'steel']",Emperor Pokémon,1.7,84.5,45Legends90,84,86,88,111,101,60
396,Starly,https://www.serebii.net/pokedex-swsh/starly/,"['normal', 'flying']",Starling Pokémon,0.3,2.0,255Legends255,40,55,30,30,30,60
397,Staravia,https://www.serebii.net/pokedex-swsh/staravia/,"['normal', 'flying']",Starling Pokémon,0.6,15.5,120Legends155,55,75,50,40,40,80
398,Staraptor,https://www.serebii.net/pokedex-swsh/staraptor/,"['normal', 'flying']",Predator Pokémon,1.2,24.9,45Legends105,85,120,70,50,60,100
399,Bidoof,https://www.serebii.net/pokedex-swsh/bidoof/,['normal'],Plump Mouse Pokémon,0.5,20.0,255Legends255,59,45,40,35,40,31
400,Bibarel,https://www.serebii.net/pokedex-swsh/bibarel/,"['normal', 'water']",Beaver Pokémon,1.0,31.5,127Legends155,79,85,60,55,60,71
401,Kricketot,https://www.serebii.net/pokedex-swsh/kricketot/,['bug'],Cricket Pokémon,0.3,2.2,255Legends255,37,25,41,25,41,25
402,Kricketune,https://www.serebii.net/pokedex-swsh/kricketune/,['bug'],Cricket Pokémon,1.0,25.5,45Legends155,77,85,51,55,51,65
403,Shinx,https://www.serebii.net/pokedex-swsh/shinx/,['electric'],Flash Pokémon,0.5,9.5,235Legends235,45,65,34,40,34,45
404,Luxio,https://www.serebii.net/pokedex-swsh/luxio/,['electric'],Spark Pokémon,0.9,30.5,120Legends135,60,85,49,60,49,60
405,Luxray,https://www.serebii.net/pokedex-swsh/luxray/,['electric'],Gleam Eyes Pokémon,1.4,42.0,45Legends95,80,120,79,95,79,70
406,Budew,https://www.serebii.net/pokedex-swsh/budew/,"['grass', 'poison']",Bud Pokémon,0.2,1.2,255Legends235,40,30,35,50,70,55
407,Roserade,https://www.serebii.net/pokedex-swsh/roserade/,"['grass', 'poison']",Bouquet Pokémon,0.9,14.5,45Legends75,60,70,65,125,105,90
408,Cranidos,https://www.serebii.net/pokedex-swsh/cranidos/,['rock'],Head Butt Pokémon,0.9,31.5,45Legends120,67,125,40,30,30,58
409,Rampardos,https://www.serebii.net/pokedex-swsh/rampardos/,['rock'],Head Butt Pokémon,1.6,102.5,45Legends45,97,165,60,65,50,58
410,Shieldon,https://www.serebii.net/pokedex-swsh/shieldon/,"['rock', 'steel']",Shield Pokémon,0.5,57.0,45Legends120,30,42,118,42,88,30
411,Bastiodon,https://www.serebii.net/pokedex-swsh/bastiodon/,"['rock', 'steel']",Shield Pokémon,1.3,149.5,45Legends45,60,52,168,47,138,30
412,Burmy,https://www.serebii.net/pokedex-swsh/burmy/,['bug'],Bagworm Pokémon,0.2,3.4,120Legends235,40,29,45,29,45,36
413,Wormadam,https://www.serebii.net/pokedex-swsh/wormadam/,"['bug', 'grass', 'bug', 'ground', 'bug', 'steel']",Bagworm Pokémon,0.5,6.5,45Legends115,60,59,85,79,105,36
414,Mothim,https://www.serebii.net/pokedex-swsh/mothim/,"['bug', 'flying']",Moth Pokémon,0.9,23.3,45Legends115,70,94,50,94,50,66
415,Combee,https://www.serebii.net/pokedex-swsh/combee/,"['bug', 'flying']",Tiny Bee Pokémon,0.3,5.5,120Legends235,30,30,42,30,42,70
416,Vespiquen,https://www.serebii.net/pokedex-swsh/vespiquen/,"['bug', 'flying']",Beehive Pokémon,1.2,38.5,45Legends115,70,80,102,80,102,40
417,Pachirisu,https://www.serebii.net/pokedex-swsh/pachirisu/,['electric'],EleSquirrel Pokémon,0.4,3.9,200Legends235,60,45,70,45,90,95
418,Buizel,https://www.serebii.net/pokedex-swsh/buizel/,['water'],Sea Weasel Pokémon,0.7,29.5,190Legends235,55,65,35,60,30,85
419,Floatzel,https://www.serebii.net/pokedex-swsh/floatzel/,['water'],Sea Weasel Pokémon,1.1,33.5,75Legends135,85,105,55,85,50,115
420,Cherubi,https://www.serebii.net/pokedex-swsh/cherubi/,['grass'],Cherry Pokémon,0.4,3.3,190Legends235,45,35,45,62,53,35
421,Cherrim,https://www.serebii.net/pokedex-swsh/cherrim/,['grass'],Blossom Pokémon,0.5,9.3,75Legends135,70,60,70,87,78,85
422,Shellos,https://www.serebii.net/pokedex-swsh/shellos/,['water'],Sea Slug Pokémon,0.3,6.3,190Legends235,76,48,48,57,62,34
423,Gastrodon,https://www.serebii.net/pokedex-swsh/gastrodon/,"['water', 'ground']",Sea Slug Pokémon,0.9,29.9,75Legends135,111,83,68,92,82,39
424,Ambipom,https://www.serebii.net/pokedex-swsh/ambipom/,['normal'],Long Tail Pokémon,1.2,20.3,45Legends115,75,100,66,60,66,115
425,Drifloon,https://www.serebii.net/pokedex-swsh/drifloon/,"['ghost', 'flying']",Balloon Pokémon,0.4,1.2,125Legends235,90,50,34,60,44,70
426,Drifblim,https://www.serebii.net/pokedex-swsh/drifblim/,"['ghost', 'flying']",Blimp Pokémon,1.2,15.0,60Legends135,150,80,44,90,54,80
427,Buneary,https://www.serebii.net/pokedex-swsh/buneary/,['normal'],Rabbit Pokémon,0.4,5.5,190Legends235,55,66,44,44,56,85
428,Lopunny,https://www.serebii.net/pokedex-swsh/lopunny/,['normal'],Rabbit Pokémon,1.2,33.3,60Legends135,65,76,84,54,96,105
429,Mismagius,https://www.serebii.net/pokedex-swsh/mismagius/,['ghost'],Magical Pokémon,0.9,4.4,45Legends135,60,60,60,105,105,105
430,Honchkrow,https://www.serebii.net/pokedex-swsh/honchkrow/,"['dark', 'flying']",Big Boss Pokémon,0.9,27.3,30Legends135,100,125,52,105,52,71
431,Glameow,https://www.serebii.net/pokedex-swsh/glameow/,['normal'],Catty Pokémon,0.5,3.9,190Legends235,49,55,42,42,37,85
432,Purugly,https://www.serebii.net/pokedex-swsh/purugly/,['normal'],Tiger Cat Pokémon,1.0,43.8,75Legends135,71,82,64,64,59,112
433,Chingling,https://www.serebii.net/pokedex-swsh/chingling/,['psychic'],Bell Pokémon,0.2,0.6,120Legends235,45,30,50,65,50,45
434,Stunky,https://www.serebii.net/pokedex-swsh/stunky/,"['poison', 'dark']",Skunk Pokémon,0.4,19.2,225Legends235,63,63,47,41,41,74
435,Skuntank,https://www.serebii.net/pokedex-swsh/skuntank/,"['poison', 'dark']",Skunk Pokémon,1.0,38.0,60Legends135,103,93,67,71,61,84
436,Bronzor,https://www.serebii.net/pokedex-swsh/bronzor/,"['steel', 'psychic']",Bronze Pokémon,0.5,60.5,255Legends235,57,24,86,24,86,23
437,Bronzong,https://www.serebii.net/pokedex-swsh/bronzong/,"['steel', 'psychic']",Bronze Bell Pokémon,1.3,187.0,90Legends135,67,89,116,79,116,33
438,Bonsly,https://www.serebii.net/pokedex-swsh/bonsly/,['rock'],Bonsai Pokémon,0.5,15.0,255Legends235,50,80,95,10,45,10
439,Mime Jr.,https://www.serebii.net/pokedex-swsh/mimejr/,"['psychic', 'fairy']",Mime Pokémon,0.6,13.0,145Legends235,20,25,45,70,90,60
440,Happiny,https://www.serebii.net/pokedex-swsh/happiny/,['normal'],Playhouse Pokémon,0.6,24.4,130Legends235,100,5,5,15,65,30
441,Chatot,https://www.serebii.net/pokedex-swsh/chatot/,"['normal', 'flying']",Music Note Pokémon,0.5,1.9,30Legends180,76,65,45,92,42,91
442,Spiritomb,https://www.serebii.net/pokedex-swsh/spiritomb/,"['ghost', 'dark']",Forbidden Pokémon,1.0,108.0,100Legends75,50,92,108,92,108,35
443,Gible,https://www.serebii.net/pokedex-swsh/gible/,"['dragon', 'ground']",Land Shark Pokémon,0.7,20.5,45Legends235,58,70,45,40,45,42
444,Gabite,https://www.serebii.net/pokedex-swsh/gabite/,"['dragon', 'ground']",Cave Pokémon,1.4,56.0,45Legends135,68,90,65,50,55,82
445,Garchomp,https://www.serebii.net/pokedex-swsh/garchomp/,"['dragon', 'ground']",Mach Pokémon,1.9,95.0,45Legends95,108,130,95,80,85,102
446,Munchlax,https://www.serebii.net/pokedex-swsh/munchlax/,['normal'],Big Eater Pokémon,0.6,105.0,50Legends180,135,85,40,40,85,5
447,Riolu,https://www.serebii.net/pokedex-swsh/riolu/,['fighting'],Emanation Pokémon,0.7,20.2,45Legends235,40,70,40,35,40,60
448,Lucario,https://www.serebii.net/pokedex-swsh/lucario/,"['fighting', 'steel']",Aura Pokémon,1.2,54.0,45Legends95,70,110,70,115,70,90
449,Hippopotas,https://www.serebii.net/pokedex-swsh/hippopotas/,['ground'],Hippo Pokémon,0.8,49.5,140Legends235,68,72,78,38,42,32
450,Hippowdon,https://www.serebii.net/pokedex-swsh/hippowdon/,['ground'],Heavyweight Pokémon,2.0,300.0,60Legends135,108,112,118,68,72,47
451,Skorupi,https://www.serebii.net/pokedex-swsh/skorupi/,"['poison', 'bug']",Scorpion Pokémon,0.8,12.0,120Legends235,40,50,90,30,55,65
452,Drapion,https://www.serebii.net/pokedex-swsh/drapion/,"['poison', 'dark']",Ogre Scorp Pokémon,2.0,61.5,45Legends135,70,90,110,60,75,95
453,Croagunk,https://www.serebii.net/pokedex-swsh/croagunk/,"['poison', 'fighting']",Toxic Mouth Pokémon,0.7,23.0,140Legends235,48,61,40,61,40,50
454,Toxicroak,https://www.serebii.net/pokedex-swsh/toxicroak/,"['poison', 'fighting']",Toxic Mouth Pokémon,1.3,44.4,75Legends135,83,106,65,86,65,85
455,Carnivine,https://www.serebii.net/pokedex-swsh/carnivine/,['grass'],Bug Catcher Pokémon,1.4,27.0,200Legends180,74,100,72,90,72,46
456,Finneon,https://www.serebii.net/pokedex-swsh/finneon/,['water'],Wing Fish Pokémon,0.4,7.0,190Legends235,49,49,56,49,61,66
457,Lumineon,https://www.serebii.net/pokedex-swsh/lumineon/,['water'],Neon Pokémon,1.2,24.0,75Legends135,69,69,76,69,86,91
458,Mantyke,https://www.serebii.net/pokedex-swsh/mantyke/,"['water', 'flying']",Kite Pokémon,1.0,65.0,255Legends235,45,20,50,60,120,50
459,Snover,https://www.serebii.net/pokedex-swsh/snover/,"['ice', 'grass']",Frost Tree Pokémon,1.0,50.5,120Legends235,60,62,50,62,60,40
460,Abomasnow,https://www.serebii.net/pokedex-swsh/abomasnow/,"['ice', 'grass']",Frost Tree Pokémon,2.2,135.5,60Legends135,90,92,75,92,85,60
461,Weavile,https://www.serebii.net/pokedex-swsh/weavile/,"['dark', 'ice']",Sharp Claw Pokémon,1.1,34.0,45Legends95,70,120,65,45,85,125
462,Magnezone,https://www.serebii.net/pokedex-swsh/magnezone/,"['electric', 'steel']",Magnet Area Pokémon,1.2,180.0,30Legends95,70,70,115,130,90,60
463,Lickilicky,https://www.serebii.net/pokedex-swsh/lickilicky/,['normal'],Licking Pokémon,1.7,140.0,30Legends115,110,85,95,80,95,50
464,Rhyperior,https://www.serebii.net/pokedex-swsh/rhyperior/,"['ground', 'rock']",Drill Pokémon,2.4,282.8,30Legends95,115,140,130,55,55,40
465,Tangrowth,https://www.serebii.net/pokedex-swsh/tangrowth/,['grass'],Vine Pokémon,2.0,128.6,30Legends115,100,100,125,110,50,50
466,Electivire,https://www.serebii.net/pokedex-swsh/electivire/,['electric'],Thunderbolt Pokémon,1.8,138.6,30Legends95,75,123,67,95,85,95
467,Magmortar,https://www.serebii.net/pokedex-swsh/magmortar/,['fire'],Blast Pokémon,1.6,68.0,30Legends95,75,95,67,125,95,83
468,Togekiss,https://www.serebii.net/pokedex-swsh/togekiss/,"['fairy', 'flying']",Jubilee Pokémon,1.5,38.0,30Legends115,85,50,95,120,115,80
469,Yanmega,https://www.serebii.net/pokedex-swsh/yanmega/,"['bug', 'flying']",Ogre Darner Pokémon,1.9,51.5,30Legends115,86,76,86,116,56,95
470,Leafeon,https://www.serebii.net/pokedex-swsh/leafeon/,['grass'],Verdant Pokémon,1.0,25.5,45Legends135,65,110,130,60,65,95
471,Glaceon,https://www.serebii.net/pokedex-swsh/glaceon/,['ice'],Fresh Snow Pokémon,0.8,25.9,45Legends135,65,60,110,130,95,65
472,Gliscor,https://www.serebii.net/pokedex-swsh/gliscor/,"['ground', 'flying']",Fang Scorp Pokémon,2.0,42.5,30Legends115,75,95,125,45,75,95
473,Mamoswine,https://www.serebii.net/pokedex-swsh/mamoswine/,"['ice', 'ground']",Twin Tusk Pokémon,2.5,291.0,50Legends115,110,130,80,70,60,80
474,Porygon-Z,https://www.serebii.net/pokedex-swsh/porygon-z/,['normal'],Virtual Pokémon,0.9,34.0,30Legends115,85,80,70,135,75,90
475,Gallade,https://www.serebii.net/pokedex-swsh/gallade/,"['psychic', 'fighting']",Blade Pokémon,1.6,52.0,45Legends95,68,125,65,65,115,80
476,Probopass,https://www.serebii.net/pokedex-swsh/probopass/,"['node', 'steel']",Compass Pokémon,1.4,340.0,60Legends115,60,55,145,75,150,40
477,Dusknoir,https://www.serebii.net/pokedex-swsh/dusknoir/,['ghost'],Gripper Pokémon,2.2,106.6,45Legends95,45,100,135,65,135,45
478,Froslass,https://www.serebii.net/pokedex-swsh/froslass/,"['ice', 'ghost']",Snow Land Pokémon,1.3,26.6,75Legends135,70,80,70,80,70,110
479,Rotom,https://www.serebii.net/pokedex-swsh/rotom/,"['electric', 'ghost']",Plasma Pokémon,0.3,0.3,45Legends135,50,50,77,95,77,91
480,Uxie,https://www.serebii.net/pokedex-swsh/uxie/,['psychic'],Knowledge Pokémon,0.3,0.3,3Legends135,75,75,130,75,130,95
481,Mesprit,https://www.serebii.net/pokedex-swsh/mesprit/,['psychic'],Emotion Pokémon,0.3,0.3,3Legends135,80,105,105,105,105,80
482,Azelf,https://www.serebii.net/pokedex-swsh/azelf/,['psychic'],Willpower Pokémon,0.3,0.3,3Legends135,75,125,70,125,70,115
483,Dialga,https://www.serebii.net/pokedex-swsh/dialga/,"['steel', 'dragon']",Temporal Pokémon,5.4,683.0,3Legends135,100,120,120,150,100,90
484,Palkia,https://www.serebii.net/pokedex-swsh/palkia/,"['water', 'dragon']",Spatial Pokémon,4.2,336.0,3Legends135,90,120,100,150,120,100
485,Heatran,https://www.serebii.net/pokedex-swsh/heatran/,"['fire', 'steel']",Lava Dome Pokémon,1.7,430.0,3Legends135,91,90,106,130,106,77
486,Regigigas,https://www.serebii.net/pokedex-swsh/regigigas/,['normal'],Colossal Pokémon,3.7,520.0,3Legends135,110,160,110,80,110,100
487,Giratina,https://www.serebii.net/pokedex-swsh/giratina/,"['ghost', 'dragon']",Renegade Pokémon,4.5,750.0,3Legends135,150,100,120,100,120,90
488,Cresselia,https://www.serebii.net/pokedex-swsh/cresselia/,['psychic'],Lunar Pokémon,1.5,85.6,3Legends135,120,70,120,75,130,85
489,Phione,https://www.serebii.net/pokedex-swsh/phione/,['water'],Sea Drifter Pokémon,0.4,3.1,3Legends135,80,80,80,80,80,80
490,Manaphy,https://www.serebii.net/pokedex-swsh/manaphy/,['water'],Seafaring Pokémon,0.3,1.4,3Legends135,100,100,100,100,100,100
491,Darkrai,https://www.serebii.net/pokedex-swsh/darkrai/,['dark'],Pitch-Black Pokémon,1.5,50.5,3Legends135,70,90,90,135,90,125
492,Shaymin,https://www.serebii.net/pokedex-swsh/shaymin/,['grass'],Gratitude Pokémon,0.2,2.1,3Legends135,100,100,100,100,100,100
493,Arceus,https://www.serebii.net/pokedex-swsh/arceus/,['normal'],Alpha Pokémon,3.2,320.0,3Legends135,120,120,120,120,120,120
494,Victini,https://www.serebii.net/pokedex-swsh/victini/,"['psychic', 'fire']",Victory Pokémon,0.4,4.0,3,100,100,100,100,100,100
495,Snivy,https://www.serebii.net/pokedex-swsh/snivy/,['grass'],Grass Snake Pokémon,0.6,8.1,45,45,45,55,45,55,63
496,Servine,https://www.serebii.net/pokedex-swsh/servine/,['grass'],Grass Snake Pokémon,0.8,16.0,45,60,60,75,60,75,83
497,Serperior,https://www.serebii.net/pokedex-swsh/serperior/,['grass'],Regal Pokémon,3.3,63.0,45,75,75,95,75,95,113
498,Tepig,https://www.serebii.net/pokedex-swsh/tepig/,['fire'],Fire Pig Pokémon,0.5,9.9,45,65,63,45,45,45,45
499,Pignite,https://www.serebii.net/pokedex-swsh/pignite/,"['fire', 'fighting']",Fire Pig Pokémon,1.0,55.5,45,90,93,55,70,55,55
500,Emboar,https://www.serebii.net/pokedex-swsh/emboar/,"['fire', 'fighting']",Mega Fire Pig Pokémon,1.6,150.0,45,110,123,65,100,65,65
501,Oshawott,https://www.serebii.net/pokedex-swsh/oshawott/,['water'],Sea Otter Pokémon,0.5,5.9,45,55,55,45,63,45,45
502,Dewott,https://www.serebii.net/pokedex-swsh/dewott/,['water'],Discipline Pokémon,0.8,24.5,45,75,75,60,83,60,60
503,Samurott,https://www.serebii.net/pokedex-swsh/samurott/,['water'],Formidable Pokémon,1.5,94.6,45,95,100,85,108,70,70
504,Patrat,https://www.serebii.net/pokedex-swsh/patrat/,['normal'],Scout Pokémon,0.5,11.6,255,45,55,39,35,39,42
505,Watchog,https://www.serebii.net/pokedex-swsh/watchog/,['normal'],Lookout Pokémon,1.1,27.0,255,60,85,69,60,69,77
506,Lillipup,https://www.serebii.net/pokedex-swsh/lillipup/,['normal'],Puppy Pokémon,0.4,4.1,255,45,60,45,25,45,55
507,Herdier,https://www.serebii.net/pokedex-swsh/herdier/,['normal'],Loyal Dog Pokémon,0.9,14.7,120,65,80,65,35,65,60
508,Stoutland,https://www.serebii.net/pokedex-swsh/stoutland/,['normal'],Big-Hearted Pokémon,1.2,61.0,45,85,110,90,45,90,80
509,Purrloin,https://www.serebii.net/pokedex-swsh/purloin/,['dark'],Devious Pokémon,0.4,10.1,255,41,50,37,50,37,66
510,Liepard,https://www.serebii.net/pokedex-swsh/liepard/,['dark'],Cruel Pokémon,1.1,31.5,90,64,88,50,88,50,106
511,Pansage,https://www.serebii.net/pokedex-swsh/pansage/,['grass'],Grass Monkey Pokémon,0.6,10.5,190,50,53,48,53,48,64
512,Simisage,https://www.serebii.net/pokedex-swsh/simisage/,['grass'],Thorn Monkey Pokémon,1.1,30.5,75,75,98,63,98,63,101
513,Pansear,https://www.serebii.net/pokedex-swsh/pansear/,['fire'],High Temp Pokémon,0.6,11.0,190,50,53,48,53,48,64
514,Simisear,https://www.serebii.net/pokedex-swsh/simisear/,['fire'],Ember Pokémon,1.1,28.0,75,75,98,63,98,63,101
515,Panpour,https://www.serebii.net/pokedex-swsh/panpour/,['water'],Spray Pokémon,0.6,13.5,190,50,53,48,53,48,64
516,Simipour,https://www.serebii.net/pokedex-swsh/simipour/,['water'],Geyser Pokémon,1.1,29.0,75,75,98,63,98,63,101
517,Munna,https://www.serebii.net/pokedex-swsh/munna/,['psychic'],Dream Eater Pokémon,0.6,23.3,190,76,25,45,67,55,24
518,Musharna,https://www.serebii.net/pokedex-swsh/musharna/,['psychic'],Drowsing Pokémon,1.1,60.5,75,116,55,85,107,95,29
519,Pidove,https://www.serebii.net/pokedex-swsh/pidove/,"['normal', 'flying']",Tiny Pigeon Pokémon,0.3,2.1,255,50,55,50,36,30,43
520,Tranquill,https://www.serebii.net/pokedex-swsh/tranquill/,"['normal', 'flying']",Wild Pigeon Pokémon,0.6,15.0,120,62,77,62,50,42,65
521,Unfezant,https://www.serebii.net/pokedex-swsh/unfezant/,"['normal', 'flying']",Proud Pokémon,1.2,29.0,45,80,115,80,65,55,93
522,Blitzle,https://www.serebii.net/pokedex-swsh/blitzle/,['electric'],Electrified Pokémon,0.8,29.8,190,45,60,32,50,32,76
523,Zebstrika,https://www.serebii.net/pokedex-swsh/zebstrika/,['electric'],Thunderbolt Pokémon,1.6,79.5,75,75,100,63,80,63,116
524,Roggenrola,https://www.serebii.net/pokedex-swsh/roggenrola/,['rock'],Mantle Pokémon,0.4,18.0,255,55,75,85,25,25,15
525,Boldore,https://www.serebii.net/pokedex-swsh/boldore/,['rock'],Ore Pokémon,0.9,102.0,120,70,105,105,50,40,20
526,Gigalith,https://www.serebii.net/pokedex-swsh/gigalith/,['rock'],Compressed Pokémon,1.7,260.0,45,85,135,130,60,80,25
527,Woobat,https://www.serebii.net/pokedex-swsh/woobat/,"['psychic', 'flying']",Bat Pokémon,0.4,2.1,190,65,45,43,55,43,72
528,Swoobat,https://www.serebii.net/pokedex-swsh/swoobat/,"['psychic', 'flying']",Courting Pokémon,0.9,10.5,45,67,57,55,77,55,114
529,Drilbur,https://www.serebii.net/pokedex-swsh/drilbur/,['ground'],Mole Pokémon,0.3,8.5,120,60,85,40,30,45,68
530,Excadrill,https://www.serebii.net/pokedex-swsh/excadrill/,"['ground', 'steel']",Subterrene Pokémon,0.7,40.4,60,110,135,60,50,65,88
531,Audino,https://www.serebii.net/pokedex-swsh/audino/,['normal'],Hearing Pokémon,1.1,31.0,255,103,60,86,60,86,50
532,Timburr,https://www.serebii.net/pokedex-swsh/timburr/,['fighting'],Muscular Pokémon,0.6,12.5,180,75,80,55,25,35,35
533,Gurdurr,https://www.serebii.net/pokedex-swsh/gurdurr/,['fighting'],Muscular Pokémon,1.2,40.0,90,85,105,85,40,50,40
534,Conkeldurr,https://www.serebii.net/pokedex-swsh/conkeldurr/,['fighting'],Muscular Pokémon,1.4,87.0,45,105,140,95,55,65,45
535,Tympole,https://www.serebii.net/pokedex-swsh/tympole/,['water'],Tadpole Pokémon,0.5,4.5,190,50,50,40,50,40,64
536,Palpitoad,https://www.serebii.net/pokedex-swsh/palpitoad/,"['water', 'ground']",Vibration Pokémon,0.8,17.0,120,75,65,55,65,55,69
537,Seismitoad,https://www.serebii.net/pokedex-swsh/seismitoad/,"['water', 'ground']",Vibration Pokémon,1.5,62.0,45,105,95,75,85,75,74
538,Throh,https://www.serebii.net/pokedex-swsh/throh/,['fighting'],Judo Pokémon,1.3,55.5,45,120,100,85,30,85,45
539,Sawk,https://www.serebii.net/pokedex-swsh/sawk/,['fighting'],Karate Pokémon,1.4,51.0,45,75,125,75,30,75,85
540,Sewaddle,https://www.serebii.net/pokedex-swsh/sewaddle/,"['bug', 'grass']",Sewing Pokémon,0.3,2.5,255,45,53,70,40,60,42
541,Swadloon,https://www.serebii.net/pokedex-swsh/swadloon/,"['bug', 'grass']",Leaf-Wrapped Pokémon,0.5,7.3,120,55,63,90,50,80,42
542,Leavanny,https://www.serebii.net/pokedex-swsh/leavanny/,"['bug', 'grass']",Nurturing Pokémon,1.2,20.5,45,75,103,80,70,80,92
543,Venipede,https://www.serebii.net/pokedex-swsh/venipede/,"['bug', 'poison']",Centipede Pokémon,0.4,5.3,255,30,45,59,30,39,57
544,Whirlipede,https://www.serebii.net/pokedex-swsh/whirlipede/,"['bug', 'poison']",Curlipede Pokémon,1.2,58.5,120,40,55,99,40,79,47
545,Scolipede,https://www.serebii.net/pokedex-swsh/scolipede/,"['bug', 'poison']",Megapede Pokémon,2.5,200.5,45,60,100,89,55,69,112
546,Cottonee,https://www.serebii.net/pokedex-swsh/cottonee/,"['grass', 'fairy']",Cotton Puff Pokémon,0.3,0.6,190,40,27,60,37,50,66
547,Whimsicott,https://www.serebii.net/pokedex-swsh/whimsicott/,"['grass', 'fairy']",Windveiled Pokémon,0.7,6.6,75,60,67,85,77,75,116
548,Petilil,https://www.serebii.net/pokedex-swsh/petilil/,['grass'],Bulb Pokémon,0.5,6.6,190,45,35,50,70,50,30
549,Lilligant,https://www.serebii.net/pokedex-swsh/lilligant/,['grass'],Flowering Pokémon,1.1,16.3,75,70,60,75,110,75,90
550,Basculin,https://www.serebii.net/pokedex-swsh/basculin/,['water'],Hostile Pokémon,1.0,18.0,255,70,92,65,80,55,98
551,Sandile,https://www.serebii.net/pokedex-swsh/sandile/,"['ground', 'dark']",Desert Croc Pokémon,0.7,15.2,180,50,72,35,35,35,65
552,Krokorok,https://www.serebii.net/pokedex-swsh/krokorok/,"['ground', 'dark']",Desert Croc Pokémon,1.0,33.4,90,60,82,45,45,45,74
553,Krookodile,https://www.serebii.net/pokedex-swsh/krookodile/,"['ground', 'dark']",Intimidation Pokémon,1.5,96.3,45,95,117,80,65,70,92
554,Darumaka,https://www.serebii.net/pokedex-swsh/darumaka/,['fire'],Zen Charm Pokémon,0.6,37.5,120,70,90,45,15,45,50
